id,a1,a2,a3,n1,n2,n3,e1,e2,e3,f1,f2,f3,h1,h2,h3,origination,classes,contribution,csat,intent,treatment
HGMNP2UZ,7,6,7,5,6,5,3,3,2,5,4,4,4,4,4,2022,31,287.15,4,5,Control
BGZKLUDS,4,3,3,5,5,5,4,3,3,4,6,5,7,7,7,2023,15,128.24,3,4,New Product
QMYQY0W0,5,5,5,3,4,3,2,2,2,1,1,1,1,1,1,2021,52,471.92,6,4,Ad
TEREPRT2,5,6,4,1,1,1,6,5,5,6,6,4,5,5,5,2013,460,5016.48,3,4,Control
1D8SUPV9,4,4,5,3,2,3,2,3,2,1,1,1,3,4,1,2022,33,275.3,6,3,Ad
AJMQC037,6,5,6,5,4,4,1,2,3,1,1,1,3,2,2,2022,22,213.93,6,4,Subscription
2SMMZ7NK,7,6,7,4,4,3,2,3,2,1,2,3,5,4,5,2022,23,193.92,6,4,Subscription
UEMM96RU,5,5,5,5,5,5,4,5,4,4,4,4,6,6,5,2021,80,927.65,4,7,New Product
NTSPA6IX,5,4,6,4,3,4,4,5,5,6,6,5,7,7,7,2021,82,831.28,3,5,Subscription
9C9YBUIV,5,7,6,1,1,1,6,6,6,6,6,6,7,7,7,2020,153,1458.33,3,5,Subscription
B5ZYI7OB,6,6,5,6,5,6,3,5,4,6,7,6,5,6,6,2022,27,377.7,3,4,Ad
PADQ7X0E,4,2,3,4,3,4,6,5,4,3,3,2,6,6,6,2021,78,910.27,4,5,Subscription
VUADU72I,4,4,3,3,2,3,3,4,3,4,5,3,5,6,5,2010,442,5355.93,3,4,Ad
TPCDQWQJ,4,3,3,3,3,4,5,4,5,5,5,4,7,7,7,2019,148,1573.04,3,4,New Product
4B8A8JVN,7,6,6,5,4,6,1,2,1,1,1,2,2,3,2,2021,36,344.01,6,4,New Product
NUPHSDGS,6,6,5,4,3,3,4,4,4,1,1,1,1,2,2,2021,40,363.06,6,3,Subscription
TGG7TL8N,5,5,5,1,2,2,3,3,3,1,1,2,2,2,2,2022,21,191.53,6,4,Ad
699LUR5L,7,7,6,3,4,2,3,3,2,3,3,4,4,3,3,2022,28,238.96,5,4,Ad
MUIC10P5,6,7,4,1,1,1,6,7,7,6,7,5,5,5,7,2015,392,4087.76,3,6,New Product
FXWS3I89,6,7,5,1,1,1,5,6,7,7,7,7,6,5,4,2019,184,2097.96,2,5,Ad
PNRJVBGM,5,7,5,2,1,1,5,6,6,5,6,6,5,5,5,2013,360,4095.55,3,4,Ad
KCNF2DN7,5,7,5,1,1,1,6,6,6,7,6,6,6,5,4,2013,420,4574.88,3,6,New Product
3BN38XZD,5,5,7,6,4,4,2,2,2,3,2,3,4,4,4,2022,25,225.64,5,3,New Product
J49FQ7FX,4,5,3,2,2,4,4,4,3,5,5,4,5,6,5,2019,156,1828.43,3,5,New Product
1JL8DM8X,7,7,7,5,5,5,2,4,3,2,2,3,4,3,4,2021,52,510.08,6,4,Control
W5UKAOMC,5,5,5,5,3,4,3,2,3,1,1,1,2,1,2,2022,29,244.94,6,4,Subscription
EM1KLP64,7,7,7,7,4,5,3,3,3,3,1,2,3,2,3,2022,28,268.97,6,4,New Product
0VQPNLDX,4,4,4,5,3,5,2,3,2,5,4,4,4,4,3,2021,58,685.62,3,4,New Product
BLSBXAOC,5,5,5,4,2,2,3,2,3,3,3,3,3,3,4,2022,18,158.74,5,4,Subscription
WYDMLIIC,6,7,6,1,1,1,5,4,6,5,5,7,7,7,7,2013,520,5632,3,6,Ad
9XNRRLA6,7,5,7,3,3,3,1,1,1,1,1,1,2,3,1,2021,50,446.91,6,4,Ad
K9K5GIUU,6,7,7,5,3,4,3,2,2,1,1,1,3,3,2,2022,22,200.78,7,4,Ad
9N8BU68W,6,4,5,1,2,2,1,1,1,4,2,2,3,3,3,2022,25,229.55,4,3,New Product
5WFQILIS,5,3,4,3,2,3,3,1,1,3,2,2,3,2,3,2022,31,279.56,4,4,Subscription
02RJMRCT,6,7,6,1,1,1,6,6,6,5,4,6,7,6,5,2014,333,3288.97,4,5,Ad
51PIDA19,5,4,3,4,3,4,4,4,3,4,4,4,6,6,6,2016,259,3086.43,3,5,Control
7PRZGTYI,6,7,6,1,1,1,6,5,6,6,5,6,5,6,6,2016,364,3803.69,4,6,New Product
EGWGAMNW,7,6,7,3,2,2,1,1,1,2,2,3,4,4,3,2021,46,426.91,5,4,Subscription
JQ3DB6RK,6,6,6,7,6,7,5,6,6,7,6,6,7,7,7,2020,90,1008.52,3,6,Subscription
3IWVJDKM,7,7,7,1,2,1,7,6,7,7,7,7,7,7,7,2013,480,4937.37,3,4,Subscription
C9ZUMQBR,3,4,4,2,1,2,3,3,4,5,3,4,4,4,4,2022,34,372.93,3,4,Ad
OOEWGZQM,7,6,7,3,3,2,2,2,2,4,2,2,1,1,1,2022,16,146.4,5,3,New Product
JLUK4ZZR,5,5,5,3,2,2,1,2,1,1,1,1,3,3,3,2022,22,202.47,6,4,Subscription
VTZY7BOX,6,7,6,1,1,1,7,7,6,3,3,3,4,5,5,2015,448,5288.9,6,6,New Product
DLRRHVQF,3,3,3,2,2,3,2,2,2,5,5,5,3,4,4,2018,175,2102.26,2,3,New Product
MBG5W15L,6,5,7,4,2,1,1,2,1,1,2,1,3,3,3,2021,56,509.65,6,4,Ad
1D04N0OX,6,6,6,1,1,1,7,7,7,7,7,7,7,7,7,2013,370,3590.56,3,4,Ad
RDVF1AMP,7,6,7,3,3,3,3,3,3,2,1,2,3,2,2,2022,28,272.37,6,3,Control
QLWGCFCP,6,7,6,4,5,5,2,3,3,3,4,3,3,3,2,2021,42,385.31,5,4,Subscription
NVTZDL9X,4,5,5,3,1,2,2,1,1,1,1,1,2,2,1,2021,30,290.92,6,2,New Product
JZMV9IWG,6,6,6,4,4,4,2,4,2,2,2,1,4,4,3,2022,29,273.54,6,3,Control
KA8LFQHD,7,7,7,6,4,4,2,4,3,2,2,3,2,2,2,2021,54,541.69,6,3,New Product
6VW4V9B4,7,7,6,4,3,4,1,3,1,3,3,4,2,2,3,2022,19,172.68,5,3,New Product
2ALMMLYO,4,3,3,3,2,4,3,5,4,5,5,6,6,7,7,2016,210,2341.59,2,3,Subscription
7XDPMGBK,4,6,4,4,3,4,4,4,5,5,6,5,6,4,5,2018,190,2191.03,3,3,Subscription
7EWTF3YL,4,3,6,4,3,4,5,5,5,7,7,7,7,7,7,2015,336,3877.48,2,3,Control
IKC5GXM1,4,5,4,4,3,3,4,4,3,2,4,3,5,6,5,2020,72,759.65,4,5,Ad
PTDBNLY2,5,5,6,2,2,3,2,2,2,1,1,1,2,2,1,2022,22,212.78,6,5,Subscription
BTV0LOC8,6,5,5,3,4,4,1,2,1,3,1,1,3,3,4,2021,34,305.01,5,4,New Product
K3EAJMWO,6,7,5,1,1,1,5,4,5,6,5,5,7,6,5,2014,369,3861.01,3,5,Ad
HTQWMO1S,7,7,7,7,6,7,5,4,4,6,5,6,4,4,4,2015,320,3352.4,4,5,Control
KHYS4BXD,7,5,6,4,2,2,2,3,2,1,1,1,3,3,3,2022,28,252.51,6,3,Control
B22F4ZVO,5,7,4,1,1,1,5,5,5,6,6,6,7,7,7,2014,360,3582.78,3,5,Control
3FFS7QY7,5,7,6,6,5,6,6,6,5,6,6,5,7,6,6,2017,228,2073.19,3,4,Ad
PA88PB7B,6,5,5,2,3,3,1,1,1,2,1,2,1,1,1,2022,20,182.12,5,4,Ad
7KX8VTO6,6,5,6,5,6,6,4,4,3,5,5,4,7,7,7,2023,22,250.07,4,5,New Product
WUBVIMSO,6,4,7,2,3,2,1,1,1,1,1,1,1,1,1,2021,62,555.18,6,2,Control
H7F0R5C9,6,5,6,4,3,4,2,3,2,1,1,1,2,2,3,2022,33,269.36,6,3,New Product
OGZE966J,5,3,3,3,4,5,5,5,4,5,5,5,7,7,7,2020,102,1058,3,4,Ad
YW9TRLCT,7,7,7,4,2,3,7,7,7,6,6,6,6,5,6,2018,270,2894.26,4,6,Ad
F755ZG9X,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,2021,52,531.35,5,4,Subscription
SREF4H8V,4,2,5,1,2,1,2,1,2,1,1,1,2,1,2,2022,22,185.35,5,3,New Product
RMVY5A1M,2,4,2,5,3,3,4,3,4,3,5,3,7,7,7,2020,108,1139.19,3,4,Subscription
TLOA8SB3,6,5,7,4,4,4,3,3,2,3,2,1,3,3,3,2022,34,267.9,6,3,Ad
W6PNPG8R,6,5,4,2,1,1,7,6,7,6,7,6,7,7,7,2013,310,2642.95,3,6,New Product
PH1A7K6Q,5,5,5,3,2,3,2,2,1,1,1,1,2,2,2,2022,25,219.47,6,1,Ad
DYA0IIDV,4,4,4,3,2,3,4,4,5,6,5,5,7,7,7,2015,264,2767.38,3,4,New Product
CNVX0PM0,6,4,7,3,2,2,2,3,2,2,1,1,3,2,3,2021,44,408.88,6,3,Control
G2CX4NCB,4,4,4,3,4,4,3,4,4,6,5,5,6,6,4,2014,261,3478.47,2,2,Control
AODJD7AK,7,7,7,1,1,1,7,7,7,6,5,6,7,7,7,2014,378,4023.77,4,5,New Product
PG2RSCX1,5,5,5,3,3,3,4,5,4,6,5,5,7,7,6,2021,72,815.33,3,4,New Product
APTRWF00,5,5,5,7,6,6,5,6,4,6,6,5,6,7,6,2022,41,449.26,3,5,New Product
MWTG7RXV,7,7,6,3,2,2,7,7,7,7,7,7,7,7,7,2013,680,7102.48,3,5,New Product
2TPP6OLF,7,5,7,6,4,4,3,3,3,1,2,2,4,4,4,2021,56,492.9,6,3,Ad
P6XGZRBU,6,6,4,1,2,1,5,4,4,6,4,5,4,4,4,2013,390,4422.37,3,4,Ad
DG716KML,7,7,7,7,6,6,4,5,3,4,4,3,6,7,5,2012,231,2332.73,5,4,Ad
8PBF3GGG,6,7,6,7,4,6,7,6,6,7,7,7,7,7,7,2019,132,1331.97,3,5,Subscription
ACT2UZZ3,4,4,4,2,2,1,3,3,3,2,4,2,5,4,5,2013,370,3961.09,4,6,Subscription
IMDPJHWG,4,2,3,2,3,3,4,3,2,5,3,4,6,6,5,2015,224,2496.09,3,6,New Product
SEHVHZWX,4,6,4,5,5,5,5,6,6,7,7,6,7,7,7,2019,124,1272.21,2,4,Control
Y29I0K7W,7,5,7,5,6,5,3,2,1,1,1,1,2,4,3,2022,24,226.6,7,2,Ad
PKSWFYBI,7,5,5,5,4,5,4,5,4,7,7,6,7,7,7,2022,29,286.3,3,5,Control
US52UYRG,5,5,6,5,4,5,5,5,5,7,7,5,7,7,7,2015,304,3196.19,3,3,Ad
F06T7LJZ,3,2,3,1,2,1,3,3,4,3,2,1,5,4,4,2016,217,2673.45,4,3,Control
8VIMCWQO,7,7,7,1,1,1,7,7,7,7,5,7,6,6,7,2014,477,5020.07,4,5,Ad
XA6S2LMY,6,5,7,4,3,4,1,1,1,1,1,1,1,1,1,2021,54,472.1,6,3,Ad
Q9O9NS98,6,5,7,4,4,3,1,2,1,1,1,1,2,2,2,2022,32,277.19,6,2,Control
3KV2SUV3,4,5,5,4,4,6,4,4,4,5,5,4,5,5,5,2021,70,677.37,3,5,New Product
3WQOD0J2,6,5,4,4,4,5,5,4,4,4,4,2,7,7,7,2022,44,572.42,5,5,New Product
DOYS0Z5V,3,5,2,1,1,1,3,4,4,3,2,1,4,4,4,2014,360,3630.62,5,4,Subscription
XC2SEDHT,5,3,3,3,2,1,1,2,1,1,2,2,2,3,3,2021,54,508.94,5,4,Ad
ZJ6JEEMT,7,4,6,3,5,4,1,1,1,1,1,1,1,1,1,2022,18,142.89,6,4,Subscription
V91SG1G3,7,7,6,5,5,7,2,3,3,3,4,5,3,3,3,2022,23,182.61,4,4,Ad
8Q3SY19L,5,3,4,3,5,4,3,4,4,4,5,4,7,7,6,2017,150,1583.4,3,4,Ad
KFW13EBN,7,7,7,7,6,7,2,3,3,1,1,3,2,2,3,2021,52,494.57,6,4,Subscription
6VIIGPX3,7,6,6,5,5,5,2,3,2,2,2,2,2,3,2,2022,31,287.18,6,3,Control
ZDSYMUSQ,4,5,4,3,2,3,4,5,4,4,5,4,7,7,7,2016,245,2970.06,4,4,Control
BMZTMEIM,7,7,7,2,2,1,5,6,6,5,6,7,6,7,7,2014,333,3282.8,4,5,New Product
A6B51RN2,5,3,4,2,2,2,1,2,1,1,1,1,3,4,4,2021,58,494.97,5,2,New Product
I55N34QX,3,4,4,5,4,4,4,5,4,5,6,4,7,6,5,2010,403,4851.07,2,3,Subscription
GVNO6UKF,7,5,7,4,4,4,2,2,1,2,2,1,2,3,2,2021,58,559.92,6,2,New Product
5J56RQGS,7,7,6,4,3,3,2,1,1,1,1,1,2,1,1,2022,26,241.01,6,4,Subscription
XCZ4HBJH,7,7,7,3,3,2,7,7,7,7,7,7,7,7,7,2015,584,6988.5,3,6,New Product
JEYX2PCD,7,7,7,7,6,7,2,2,2,1,1,1,1,1,1,2022,28,236.39,7,4,Subscription
921LIPDH,5,4,6,2,1,1,1,1,1,1,1,1,2,3,2,2022,28,260.18,6,4,Subscription
J63770OL,7,7,6,3,2,3,5,7,6,6,5,6,6,7,6,2013,350,4120.99,4,5,Ad
I6EJQVR9,5,4,4,2,2,3,2,1,1,1,1,1,1,1,2,2022,17,144.8,5,4,New Product
WZ3ODYW5,4,5,5,6,5,7,5,5,5,5,6,5,7,6,6,2016,210,2350.12,3,6,New Product
2LBBTKTT,7,7,6,1,1,1,5,6,6,7,6,7,6,7,7,2014,468,4336.49,3,5,New Product
D94OM722,5,4,6,1,1,2,2,2,2,1,1,1,1,3,1,2021,52,457.27,6,4,Subscription
LWM210XR,6,5,7,3,2,1,2,2,2,2,3,3,3,4,4,2022,23,170.65,5,5,Control
Z5RSS9QS,4,4,3,4,3,4,4,3,4,6,6,6,6,5,6,2022,43,423.16,2,5,New Product
JKYHUJHN,5,4,4,3,4,4,1,1,1,2,1,3,1,1,1,2022,24,206.75,5,3,New Product
4HSSQATV,4,6,4,1,1,1,7,7,7,5,5,6,7,7,7,2016,336,3945.9,3,5,Subscription
D2XOK5VD,7,7,6,1,1,1,7,7,7,7,5,5,7,6,5,2014,495,4197.9,4,6,New Product
VVHQQCM8,4,3,6,4,2,2,2,2,2,2,3,2,3,3,3,2022,29,284.61,5,3,New Product
PNBW7D1B,5,7,6,3,1,1,5,5,6,7,5,6,6,5,6,2017,294,3247.23,3,4,New Product
4S8BEZN0,4,5,5,4,5,5,4,4,4,7,7,6,7,7,7,2022,31,318.33,2,3,Ad
XRTT4HKK,4,5,5,3,3,3,3,3,3,4,4,2,5,6,5,2017,162,1638.54,4,4,Subscription
MNQCRULI,7,7,6,5,5,5,4,4,4,1,1,1,3,2,4,2021,38,324.49,7,3,New Product
B2IXKJCV,7,7,5,2,1,1,7,7,7,7,7,7,7,7,7,2014,396,3375.82,3,5,Control
4YACK1KW,6,6,7,4,2,2,3,3,3,2,2,2,2,2,2,2021,70,558.38,6,4,Control
MS9WTT67,7,6,7,3,4,4,2,2,3,4,3,4,4,3,3,2022,16,141.3,5,5,Subscription
NFGX7Q12,5,7,6,3,3,2,5,5,6,4,4,5,7,7,7,2013,450,4663.41,4,6,Control
KAG75RR9,4,6,6,4,3,3,2,2,2,1,1,2,2,2,2,2021,42,381.73,6,4,New Product
OGAVKGIQ,6,7,6,1,1,1,5,6,6,4,4,5,4,4,4,2014,450,5001.63,4,5,Control
F4SYH1OQ,7,7,6,3,3,4,7,7,7,7,7,7,7,7,7,2014,207,1963.2,3,5,New Product
4I7A2QJG,3,5,3,5,4,4,5,5,4,3,4,2,6,5,6,2015,288,3630.91,4,5,Subscription
KSD5LR9F,7,7,7,4,3,3,7,7,7,6,5,5,5,6,6,2014,351,3298.81,4,6,New Product
HHTCIV46,6,7,4,3,1,1,7,6,6,5,5,3,6,6,7,2014,333,3390.78,4,4,Subscription
ASY1LBQK,5,7,6,3,2,2,7,7,7,5,5,5,6,6,6,2014,585,5030.87,4,5,Ad
A1Q3O2DR,5,6,5,3,3,4,3,2,3,1,1,1,2,2,2,2021,52,421.78,6,3,Ad
PACMHDWY,4,3,5,2,2,3,1,1,1,1,1,1,2,2,2,2022,28,201.65,5,2,Ad
XTR254I0,7,7,7,3,3,3,7,7,7,7,7,7,7,7,7,2014,324,3270.18,3,6,Subscription
OH3MGR34,4,3,4,3,2,3,4,4,5,2,3,3,7,7,7,2020,90,1032.07,5,5,New Product
32WYMI2Z,4,4,4,3,4,4,5,5,6,4,4,3,6,6,6,2015,344,3579.31,4,5,New Product
QUBPR441,5,6,7,5,3,3,1,2,2,1,1,2,3,3,3,2021,48,489.12,6,3,New Product
BMQBKQTO,6,6,7,4,4,4,1,1,1,4,3,4,5,5,4,2021,60,482.19,4,5,Subscription
IOYYLSDE,7,7,7,2,2,2,7,7,7,6,6,7,6,6,6,2014,306,2960.02,4,4,Control
RHIWHJMT,4,3,4,3,4,5,5,5,5,5,5,4,5,6,5,2019,144,1444.47,3,4,New Product
8XQ5OYQC,5,3,5,2,4,3,2,3,2,1,1,1,2,2,3,2021,56,499.14,6,5,Control
8QB91XLT,4,4,4,5,4,5,5,4,5,5,6,4,6,6,6,2023,22,255.33,3,5,Control
0RB4ZHRP,6,5,6,3,3,3,1,1,1,2,1,3,4,3,2,2022,17,141.27,5,2,Ad
9V6CHDOQ,7,7,6,3,4,3,6,6,7,7,6,7,7,7,7,2013,460,5118.65,3,5,Control
G1LEJ4S5,7,6,6,3,3,3,2,1,1,2,1,2,2,3,2,2022,27,233.86,6,4,Subscription
CMX1YEJC,5,5,4,5,4,4,3,3,4,4,4,4,7,5,5,2023,5,55.79,4,4,Control
A5HGE645,7,5,6,6,6,6,4,4,3,3,3,3,2,3,3,2022,35,340.37,5,3,New Product
RQS3XS5Z,2,3,2,3,4,3,2,2,2,5,4,4,7,6,7,2020,111,1285.55,2,3,Ad
4UP4SBQD,6,5,5,3,3,3,1,2,1,2,1,1,4,3,3,2022,23,227.54,6,3,Subscription
P7FLKJ9V,5,7,4,3,1,1,4,4,6,6,6,6,7,7,7,2014,414,3643.68,3,4,Subscription
PZREE7KA,6,4,6,3,2,2,2,2,2,1,1,1,3,2,3,2022,26,239.37,6,3,New Product
SVBUI1ZW,4,4,5,5,5,6,4,4,3,5,5,5,6,7,5,2020,111,1303.92,3,6,New Product
AOJIQX36,7,7,7,2,3,2,7,7,7,7,6,6,7,6,6,2013,510,5192.18,3,5,Subscription
8IM8USQ7,7,7,6,3,2,1,6,7,7,7,7,7,6,6,7,2014,342,3468.95,3,5,Subscription
4L167UTB,6,7,5,1,1,1,6,5,6,5,5,5,7,6,7,2014,450,5027.68,4,4,Subscription
K9T6SCKY,4,6,3,1,1,1,5,4,4,7,6,5,6,6,6,2015,240,2545.24,2,4,Subscription
J0GPHRH9,6,6,5,4,4,4,4,5,4,5,5,6,5,6,5,2017,216,2408.69,3,5,New Product
S207O8D5,5,5,6,3,3,2,2,1,1,1,1,1,1,1,2,2022,29,227.36,6,3,Ad
5HQBHE9V,7,7,7,3,3,3,1,1,1,2,1,2,1,1,1,2021,40,363.33,6,3,New Product
55SV263N,5,4,5,4,4,3,3,3,3,4,4,4,5,5,4,2021,70,680.33,4,3,Ad
SEU0QDG7,6,6,6,3,2,3,2,1,1,1,1,1,1,1,1,2021,46,480.91,6,3,Ad
BX3PL37J,4,4,5,2,1,1,2,1,1,1,1,1,1,1,2,2022,30,265.55,5,4,Subscription
Y7M9XYGM,7,6,6,5,5,6,5,5,4,5,5,5,6,7,6,2020,105,1244.87,4,5,Ad
EGIXKTDV,3,4,4,2,4,2,1,2,1,3,2,1,4,3,2,2022,38,384.26,4,4,Ad
8NLAM95L,5,7,5,2,1,1,6,6,6,6,7,6,7,6,6,2019,152,1696.64,3,4,Control
F1DN7IU3,3,5,6,4,3,3,5,5,5,7,7,7,7,7,7,2022,33,407.52,2,5,Ad
3B8TQ9I3,5,7,5,1,1,1,6,6,6,7,5,7,7,7,7,2014,441,4438.94,3,4,Control
1YZKH0RW,6,7,7,3,3,2,7,7,7,7,7,6,7,7,7,2013,440,4873.83,3,5,New Product
UOMRU7X5,3,4,4,3,2,3,2,2,3,5,5,4,5,4,3,2022,33,361.56,3,4,Control
J4AAX1EQ,4,3,5,3,2,2,2,2,2,1,1,1,2,2,3,2021,42,400.04,5,2,Ad
CBN5V1K6,6,6,7,5,5,5,2,1,1,1,2,1,3,3,2,2022,22,202.63,6,3,Control
5R1MKSNX,3,4,4,4,4,4,2,3,2,2,3,2,7,7,6,2017,216,2781.74,4,6,New Product
PUKX5UOD,6,5,6,4,2,3,3,3,1,3,3,2,4,4,4,2022,23,203.5,5,3,New Product
DXXD1XLI,7,7,7,2,1,1,7,7,7,7,6,6,7,7,7,2016,322,3236.93,4,5,New Product
P9IK5EH8,5,5,5,5,7,7,4,4,4,4,4,4,7,7,7,2021,82,903.83,4,4,Subscription
3R5VCXJT,5,5,5,2,2,3,4,4,4,3,4,3,6,7,6,2018,180,1822.29,5,5,Subscription
FS97QU93,6,7,6,3,3,2,6,4,6,5,4,4,7,6,6,2016,357,3521.05,5,4,Control
OYY5KW06,7,7,6,1,1,1,7,7,7,7,6,7,6,7,7,2014,378,4252.78,3,5,Ad
0VUZVU7U,4,4,2,3,3,2,1,1,1,1,1,1,2,2,2,2021,52,427.36,5,4,Control
9BWSZMX7,4,5,4,4,5,4,4,4,3,4,3,4,7,7,6,2018,230,2242.83,4,5,Subscription
74IM442S,7,6,6,3,6,4,1,2,2,2,4,3,4,3,4,2022,18,163.42,5,4,New Product
GTCWAGHG,6,5,5,5,6,4,5,5,6,4,3,4,7,5,6,2010,416,4336.03,4,3,Ad
LC92M80N,6,5,6,5,3,4,2,2,1,1,1,1,2,3,2,2021,48,444.92,6,3,New Product
3CADIDA9,5,5,6,6,5,5,4,4,3,3,3,2,5,5,4,2021,58,678.64,5,4,Control
C7G7HM67,6,4,7,5,5,7,5,5,4,3,4,4,6,6,5,2021,84,1013.62,5,6,Subscription
J7TPI2XX,7,5,7,4,4,4,3,3,1,3,1,2,1,1,1,2021,62,512.17,6,4,New Product
ON5VQI9H,6,5,7,5,4,4,2,3,2,5,4,4,2,2,2,2022,28,241.06,4,4,New Product
ERI5CXQ1,5,5,5,5,4,3,2,2,1,2,1,2,4,4,2,2022,27,261.16,5,3,New Product
ST1K9RSY,6,3,5,2,2,2,2,2,1,1,1,1,1,1,1,2021,68,572.59,6,3,New Product
1EIPD2XQ,3,4,5,3,2,3,4,4,4,6,6,6,6,5,5,2022,32,351.91,2,4,New Product
QNFER4Z3,5,4,5,3,4,4,1,1,1,1,1,1,1,1,1,2021,48,457.86,5,2,Ad
6WSYQMGE,4,4,4,2,2,2,2,3,3,5,5,4,6,4,4,2015,336,4130.21,3,3,Ad
J2MR0U91,5,7,6,2,1,1,6,6,7,6,6,6,5,5,5,2013,390,4360.62,3,4,Subscription
5GVB5JM4,7,6,6,5,4,4,1,2,1,2,2,3,2,4,2,2021,38,332.29,5,4,New Product
OOQO0BRY,5,5,4,5,4,4,3,4,5,5,7,6,7,7,7,2016,287,2750.68,2,5,New Product
D1R2N8EO,5,3,4,2,3,4,5,4,4,5,5,3,3,2,2,2014,378,4163.37,3,4,New Product
CXHO6CJH,5,3,4,4,4,4,3,4,4,3,3,3,5,6,5,2022,40,444.58,4,5,Ad
MMZ45QJP,7,6,7,5,4,4,2,2,2,1,1,1,2,2,1,2021,52,490.43,7,3,Ad
YHPINR5H,6,5,5,6,3,5,4,4,3,5,5,5,7,7,7,2017,258,3077.91,3,4,New Product
CSPBUKSU,5,4,5,2,1,3,1,2,2,2,1,4,1,3,1,2022,14,116.88,5,3,New Product
VUFFGF2R,6,6,7,1,1,1,2,1,1,4,3,3,3,3,2,2021,62,574.56,5,3,New Product
Z25J8KZ1,3,3,2,2,1,2,3,3,3,2,1,1,4,4,4,2011,588,6448.62,5,4,New Product
G3ESNZ4H,5,7,6,1,1,1,6,6,7,7,7,7,7,7,7,2017,258,2684.85,3,5,Ad
9B7EY36O,4,4,5,4,3,4,3,3,2,4,3,2,4,4,3,2019,124,1470.44,4,4,Ad
8GZ0XFFH,5,7,5,2,1,1,6,5,6,7,5,6,6,5,5,2017,228,2320.41,3,4,New Product
YCLTMS07,3,4,5,4,4,5,4,5,3,4,4,3,5,5,5,2016,301,3345.84,4,3,Subscription
3BFVC9SD,5,7,4,1,1,1,5,5,5,6,5,5,6,6,5,2018,225,2102.51,3,6,Subscription
KX5I015C,6,7,7,4,4,4,1,2,2,2,1,1,2,2,1,2022,30,257.58,6,4,Ad
DL06ZD58,5,4,6,2,2,3,3,3,2,3,1,2,3,3,4,2022,19,161.92,5,3,Subscription
1HS411YD,4,3,4,5,5,5,5,5,4,5,5,3,7,7,7,2022,28,348.22,3,4,Control
Q4CKHRAX,2,4,3,5,5,5,4,4,5,3,2,1,7,6,7,2013,320,3061.55,5,4,Subscription
UZFT8D36,7,7,5,2,1,1,7,7,7,7,7,7,7,7,7,2020,108,1299.99,3,4,Subscription
VA7Y7P27,6,5,6,4,4,3,4,5,5,7,7,7,7,7,6,2017,204,2150.42,2,5,Subscription
2H4UOID7,7,6,5,3,3,4,4,4,3,5,6,4,5,5,5,2021,74,781.11,4,6,Ad
GU4X1D13,3,2,3,2,2,1,3,3,3,3,2,1,6,5,6,2023,15,165.25,4,5,Ad
YJT4OR18,2,3,3,2,1,2,3,3,2,4,4,4,4,4,5,2023,23,257.4,3,3,Ad
KJQ0IBFE,7,6,7,1,3,3,2,1,2,2,2,2,2,2,2,2022,27,223.81,6,4,Subscription
ZIOH07LR,3,4,4,4,4,4,4,4,4,5,4,4,6,4,6,2018,195,2070.58,3,4,New Product
4AVYJJRL,7,7,6,1,1,1,6,6,6,5,5,6,7,7,7,2017,210,1937.78,4,5,New Product
50O230T8,3,5,2,4,4,4,4,4,5,4,3,3,5,5,5,2018,195,2186.59,4,3,Control
59YTKNXC,5,7,4,1,1,1,6,5,6,6,7,7,4,4,6,2014,342,3155.39,2,5,Ad
I4UAHGGI,5,5,4,4,4,4,1,1,1,2,2,3,5,5,4,2022,14,134.12,5,3,Control
OTWDHU44,3,5,5,3,2,3,4,4,4,5,6,5,7,7,5,2023,16,179.08,3,5,Control
OWCO5T5V,4,3,4,3,2,2,4,4,3,2,2,2,6,5,6,2017,198,2116.39,5,4,New Product
3XFD4EUK,6,6,7,4,4,5,2,3,2,2,2,3,2,2,2,2021,56,516.19,5,3,Ad
PLW2KL8U,6,7,6,1,1,1,5,5,6,6,7,7,5,6,7,2013,460,5036.27,3,5,Control
W924UCER,5,6,5,1,1,1,6,7,7,6,6,4,6,7,7,2019,140,1067.54,4,5,Control
YS7PPW56,7,6,7,4,4,4,2,1,2,1,1,3,1,2,2,2022,24,207.64,6,4,Control
NKB5DG0Z,5,6,6,2,3,3,2,3,4,3,1,2,5,4,4,2021,52,504.65,6,2,Ad
NS1H9BOZ,5,4,4,4,4,5,4,5,4,5,5,6,5,6,6,2015,320,3198.41,3,5,New Product
R2BICRQQ,7,4,5,3,4,3,2,3,3,4,4,3,6,6,6,2022,22,212.53,4,3,New Product
8I03KHEM,5,7,4,1,1,1,5,4,5,6,5,5,6,6,6,2014,315,3306.17,3,5,Ad
CU3U2HHC,5,4,5,2,3,4,2,1,2,2,2,2,3,3,3,2021,52,429.56,5,4,Control
SM1VRNBP,7,7,7,5,4,5,2,2,2,2,2,2,1,1,1,2022,22,189.68,6,3,New Product
YWUH8ELS,2,3,4,4,2,3,3,4,3,7,6,5,7,5,5,2020,120,1320.13,2,5,Subscription
T79UD9O3,4,6,5,1,1,1,7,7,7,6,5,5,6,6,6,2013,410,4501,3,4,Subscription
5JONFX03,7,7,5,1,1,1,6,5,6,3,4,3,7,6,7,2013,320,3242.13,5,5,Subscription
